session_id,user_id,session_date,session_duration_seconds,screen
s01395,u0343,2026-05-08,87,comeback
s01396,u0344,2026-05-04,382,home
s01397,u0344,2026-05-05,268,streak
s01398,u0344,2026-05-06,368,lesson
s01399,u0344,2026-05-07,60,lesson
s01400,u0344,2026-05-08,235,streak
s01401,u0345,2026-05-04,204,lesson
s01402,u0345,2026-05-05,89,home
s01403,u0345,2026-05-06,315,lesson
s01404,u0345,2026-05-07,360,home
s01405,u0345,2026-05-08,147,home
s01406,u0346,2026-05-04,391,home
s01407,u0346,2026-05-05,52,lesson
s01408,u0346,2026-05-06,407,comeback
s01409,u0346,2026-05-07,59,streak
s01410,u0346,2026-05-08,77,home
s01411,u0347,2026-05-04,384,comeback
s01412,u0347,2026-05-05,313,home
s01413,u0347,2026-05-06,368,home
s01414,u0347,2026-05-07,339,home
s01415,u0347,2026-05-08,398,home
s01416,u0348,2026-05-04,55,comeback
s01417,u0348,2026-05-05,120,comeback
s01418,u0348,2026-05-06,109,lesson
s01419,u0348,2026-05-07,319,comeback
s01420,u0348,2026-05-08,364,streak
s01421,u0349,2026-05-04,103,comeback
s01422,u0349,2026-05-05,42,home
s01423,u0349,2026-05-06,315,comeback
s01424,u0349,2026-05-07,196,home
s01425,u0349,2026-05-08,419,lesson
s01426,u0350,2026-05-04,330,comeback
s01427,u0350,2026-05-05,321,home
s01428,u0350,2026-05-06,370,comeback
s01429,u0350,2026-05-07,188,home
s01430,u0350,2026-05-08,168,home
s01431,u0351,2026-05-04,270,comeback
s01432,u0351,2026-05-05,355,streak
s01433,u0351,2026-05-06,395,streak
s01434,u0351,2026-05-07,329,lesson
s01435,u0351,2026-05-08,201,streak
s01436,u0352,2026-05-04,285,comeback
s01437,u0352,2026-05-05,268,comeback
s01438,u0352,2026-05-06,196,streak
s01439,u0352,2026-05-07,322,comeback
s01440,u0352,2026-05-08,129,home
s01441,u0353,2026-05-04,342,comeback
s01442,u0353,2026-05-05,58,lesson
s01443,u0353,2026-05-06,318,streak
s01444,u0353,2026-05-07,374,comeback
s01445,u0353,2026-05-08,227,lesson
s01446,u0354,2026-05-04,45,comeback
s01447,u0354,2026-05-05,354,lesson
s01448,u0354,2026-05-06,303,lesson
s01449,u0354,2026-05-07,268,lesson
s01450,u0354,2026-05-08,131,lesson
s01451,u0355,2026-05-04,159,comeback
s01452,u0355,2026-05-05,382,home
s01453,u0355,2026-05-06,305,lesson
s01454,u0355,2026-05-07,238,streak
s01455,u0355,2026-05-08,272,comeback
s01456,u0356,2026-05-04,304,home
s01457,u0356,2026-05-05,232,streak
s01458,u0356,2026-05-06,304,lesson
s01459,u0356,2026-05-07,220,comeback
s01460,u0356,2026-05-08,289,streak
s01461,u0357,2026-05-04,378,home
s01462,u0357,2026-05-05,252,lesson
s01463,u0357,2026-05-06,408,streak
s01464,u0357,2026-05-07,286,home
s01465,u0357,2026-05-08,285,comeback
s01466,u0358,2026-05-04,68,comeback
s01467,u0358,2026-05-05,172,lesson
s01468,u0358,2026-05-06,304,lesson
s01469,u0358,2026-05-07,346,comeback
s01470,u0358,2026-05-08,408,home
s01471,u0359,2026-05-04,133,comeback
s01472,u0359,2026-05-05,125,streak
s01473,u0359,2026-05-06,272,streak
s01474,u0359,2026-05-07,157,home
s01475,u0359,2026-05-08,237,comeback
s01476,u0360,2026-05-04,87,home
s01477,u0360,2026-05-05,377,comeback
s01478,u0360,2026-05-06,348,lesson
s01479,u0360,2026-05-07,387,home
s01480,u0360,2026-05-08,307,comeback
s01481,u0361,2026-05-04,257,home
s01482,u0361,2026-05-05,170,lesson
s01483,u0361,2026-05-06,159,comeback
s01484,u0361,2026-05-07,185,home
s01485,u0361,2026-05-08,171,comeback
s01486,u0362,2026-05-04,173,streak
s01487,u0362,2026-05-05,329,comeback
s01488,u0362,2026-05-06,353,streak
s01489,u0362,2026-05-07,388,streak
s01490,u0362,2026-05-08,144,comeback
s01491,u0363,2026-05-04,416,comeback
s01492,u0363,2026-05-05,377,lesson
s01493,u0363,2026-05-06,157,home
s01494,u0363,2026-05-07,398,comeback
s01495,u0363,2026-05-08,91,lesson
s01496,u0364,2026-05-04,114,comeback
s01497,u0364,2026-05-05,347,comeback
s01498,u0364,2026-05-06,85,comeback
s01499,u0364,2026-05-07,174,home
s01500,u0364,2026-05-08,229,lesson
s01501,u0365,2026-05-04,143,home
s01502,u0365,2026-05-05,139,streak
s01503,u0365,2026-05-06,346,home
s01504,u0365,2026-05-07,354,lesson
s01505,u0365,2026-05-08,385,lesson
s01506,u0366,2026-05-04,417,comeback
s01507,u0366,2026-05-05,86,home
s01508,u0366,2026-05-06,411,streak
s01509,u0366,2026-05-07,217,streak
s01510,u0366,2026-05-08,155,streak
s01511,u0367,2026-05-04,315,comeback
s01512,u0367,2026-05-05,395,streak
s01513,u0367,2026-05-06,233,comeback
s01514,u0367,2026-05-07,164,comeback
s01515,u0367,2026-05-08,274,streak
s01516,u0368,2026-05-04,398,home
s01517,u0368,2026-05-05,167,streak
s01518,u0368,2026-05-06,87,streak
s01519,u0368,2026-05-07,384,comeback
s01520,u0368,2026-05-08,78,streak
s01521,u0369,2026-05-04,145,streak
s01522,u0369,2026-05-05,143,lesson
s01523,u0369,2026-05-06,356,lesson
s01524,u0369,2026-05-07,119,streak
s01525,u0369,2026-05-08,101,home
s01526,u0370,2026-05-04,334,comeback
s01527,u0370,2026-05-05,291,streak
s01528,u0370,2026-05-06,301,lesson
s01529,u0370,2026-05-07,243,streak
s01530,u0370,2026-05-08,335,lesson
s01531,u0371,2026-05-04,201,lesson
s01532,u0371,2026-05-05,44,streak
s01533,u0371,2026-05-06,385,home
s01534,u0372,2026-05-04,215,streak
s01535,u0372,2026-05-05,134,lesson
s01536,u0372,2026-05-06,257,lesson
s01537,u0373,2026-05-04,409,home
s01538,u0373,2026-05-05,160,lesson
s01539,u0373,2026-05-06,261,streak
s01540,u0374,2026-05-04,304,streak
s01541,u0374,2026-05-05,408,streak
s01542,u0374,2026-05-06,289,lesson
s01543,u0375,2026-05-04,211,lesson
s01544,u0375,2026-05-05,224,lesson
s01545,u0375,2026-05-06,326,lesson
s01546,u0376,2026-05-04,221,lesson
s01547,u0376,2026-05-05,384,lesson
s01548,u0376,2026-05-06,289,streak
s01549,u0377,2026-05-04,363,lesson
s01550,u0377,2026-05-05,332,streak
s01551,u0377,2026-05-06,76,lesson
s01552,u0378,2026-05-04,306,streak
s01553,u0378,2026-05-05,251,lesson
s01554,u0378,2026-05-06,134,home
s01555,u0379,2026-05-04,282,home
s01556,u0379,2026-05-05,67,streak
s01557,u0379,2026-05-06,243,home
s01558,u0380,2026-05-04,185,streak
s01559,u0380,2026-05-05,360,lesson
s01560,u0380,2026-05-06,107,home
s01561,u0381,2026-05-04,397,home
s01562,u0381,2026-05-05,130,streak
s01563,u0381,2026-05-06,345,streak
s01564,u0382,2026-05-04,266,home
s01565,u0382,2026-05-05,227,lesson
s01566,u0382,2026-05-06,173,lesson
s01567,u0383,2026-05-04,284,lesson
s01568,u0383,2026-05-05,44,lesson
s01569,u0383,2026-05-06,189,lesson
s01570,u0384,2026-05-04,80,lesson
s01571,u0384,2026-05-05,360,lesson
s01572,u0384,2026-05-06,304,home
s01573,u0385,2026-05-04,133,home
s01574,u0385,2026-05-05,188,home
s01575,u0385,2026-05-06,366,home
s01576,u0386,2026-05-04,177,lesson
s01577,u0386,2026-05-05,406,home
s01578,u0386,2026-05-06,412,lesson
s01579,u0387,2026-05-04,114,home
s01580,u0387,2026-05-05,176,home
s01581,u0387,2026-05-06,76,lesson
s01582,u0388,2026-05-04,266,lesson
s01583,u0388,2026-05-05,417,home
s01584,u0388,2026-05-06,141,home
s01585,u0389,2026-05-04,306,streak
s01586,u0389,2026-05-05,169,home
s01587,u0389,2026-05-06,366,lesson
s01588,u0390,2026-05-04,242,home
s01589,u0390,2026-05-05,44,home
s01590,u0390,2026-05-06,337,home
s01591,u0391,2026-05-04,70,streak
s01592,u0391,2026-05-05,222,home
s01593,u0391,2026-05-06,118,streak
s01594,u0392,2026-05-04,392,home
s01595,u0392,2026-05-05,223,lesson
s01596,u0392,2026-05-06,108,streak
s01597,u0393,2026-05-04,180,lesson
s01598,u0393,2026-05-05,323,streak
s01599,u0393,2026-05-06,75,home
s01600,u0394,2026-05-04,226,streak
s01601,u0394,2026-05-05,162,streak
s01602,u0394,2026-05-06,409,lesson
s01603,u0395,2026-05-04,204,streak
s01604,u0395,2026-05-05,89,home
s01605,u0395,2026-05-06,377,streak
s01606,u0396,2026-05-04,376,lesson
s01607,u0396,2026-05-05,309,lesson
s01608,u0396,2026-05-06,399,streak
s01609,u0397,2026-05-04,71,streak
s01610,u0397,2026-05-05,325,lesson
s01611,u0397,2026-05-06,252,streak
s01612,u0398,2026-05-04,89,streak
s01613,u0398,2026-05-05,411,home
s01614,u0398,2026-05-06,312,home
s01615,u0399,2026-05-04,385,lesson
s01616,u0399,2026-05-05,399,lesson
s01617,u0399,2026-05-06,258,streak
s01618,u0400,2026-05-04,201,lesson
s01619,u0400,2026-05-05,206,streak
s01620,u0400,2026-05-06,251,lesson
s01621,u0401,2026-05-04,269,lesson
s01622,u0401,2026-05-05,40,lesson
s01623,u0401,2026-05-06,57,streak
s01624,u0402,2026-05-04,181,streak
s01625,u0402,2026-05-05,301,streak
s01626,u0402,2026-05-06,332,streak
s01627,u0403,2026-05-04,332,home
s01628,u0403,2026-05-05,331,lesson
s01629,u0403,2026-05-06,415,home
s01630,u0404,2026-05-04,335,streak
s01631,u0404,2026-05-05,80,lesson
s01632,u0404,2026-05-06,211,home
s01633,u0405,2026-05-04,235,streak
s01634,u0405,2026-05-05,196,home
s01635,u0405,2026-05-06,61,streak
s01636,u0406,2026-05-04,334,streak
s01637,u0406,2026-05-05,86,streak
s01638,u0406,2026-05-06,261,home
s01639,u0407,2026-05-04,106,streak
s01640,u0407,2026-05-05,286,home
s01641,u0407,2026-05-06,141,streak
s01642,u0408,2026-05-04,85,streak
s01643,u0408,2026-05-05,383,home
s01644,u0408,2026-05-06,256,lesson
s01645,u0409,2026-05-04,114,streak
s01646,u0409,2026-05-05,62,lesson
s01647,u0409,2026-05-06,142,home
s01648,u0410,2026-05-04,47,lesson
s01649,u0410,2026-05-05,395,lesson
s01650,u0410,2026-05-06,196,home
s01651,u0411,2026-05-04,382,streak
s01652,u0411,2026-05-05,232,home
s01653,u0411,2026-05-06,379,streak
s01654,u0412,2026-05-04,178,streak
s01655,u0412,2026-05-05,377,streak
s01656,u0412,2026-05-06,95,lesson
s01657,u0413,2026-05-04,312,streak
s01658,u0413,2026-05-05,135,home
s01659,u0413,2026-05-06,296,home
s01660,u0414,2026-05-04,220,streak
s01661,u0414,2026-05-05,360,lesson
s01662,u0414,2026-05-06,160,lesson
s01663,u0415,2026-05-04,155,lesson
s01664,u0415,2026-05-05,214,home
s01665,u0415,2026-05-06,376,lesson
s01666,u0416,2026-05-04,208,streak
s01667,u0416,2026-05-05,317,lesson
s01668,u0416,2026-05-06,145,home
s01669,u0417,2026-05-04,114,lesson
s01670,u0417,2026-05-05,329,streak
s01671,u0417,2026-05-06,202,home
s01672,u0418,2026-05-04,195,lesson
s01673,u0418,2026-05-05,366,lesson
s01674,u0418,2026-05-06,180,streak
s01675,u0419,2026-05-04,223,home
s01676,u0419,2026-05-05,392,home
s01677,u0419,2026-05-06,108,lesson
s01678,u0420,2026-05-04,178,home
s01679,u0420,2026-05-05,153,lesson
s01680,u0420,2026-05-06,383,streak
s01681,u0321,2026-05-04,95,streak
s01682,u0322,2026-05-05,180,lesson
s01683,u0323,2026-05-06,240,home
s01684,u0324,2026-05-07,310,comeback
s01685,u0325,2026-05-08,60,streak
s01686,u0326,2026-05-04,400,lesson
s01687,u0327,2026-05-05,150,home
s01688,u0328,2026-05-06,95,comeback
s01689,u0329,2026-05-07,180,streak
s01690,u0330,2026-05-08,240,lesson
s01691,u0331,2026-05-04,310,home
s01692,u0332,2026-05-05,60,comeback
s01693,u0333,2026-05-06,400,streak
s01694,u0334,2026-05-07,150,lesson
s01695,u0335,2026-05-08,95,home
s01696,u0371,2026-05-04,95,streak
s01697,u0372,2026-05-05,180,lesson
s01698,u0373,2026-05-06,240,home
s01699,u0374,2026-05-07,310,comeback
s01700,u0375,2026-05-08,60,streak
s01701,u0376,2026-05-04,400,lesson
s01702,u0377,2026-05-05,150,home
s01703,u0378,2026-05-06,95,comeback
s01704,u0379,2026-05-07,180,streak
s01705,u0380,2026-05-08,240,lesson
s01706,u0381,2026-05-04,310,home
s01707,u0382,2026-05-05,60,comeback
s01708,u0383,2026-05-06,400,streak
s01709,u0384,2026-05-07,150,lesson
s01710,u0385,2026-05-08,95,home
s01711,u0386,2026-05-04,180,comeback
s01712,u0387,2026-05-05,240,streak
s01713,u0388,2026-05-06,310,lesson
s01714,u0389,2026-05-07,60,home
s01715,u0390,2026-05-08,400,comeback
s01716,u0391,2026-05-04,150,streak
s01717,u0392,2026-05-05,95,lesson
s01718,u0393,2026-05-06,180,home
s01719,u0394,2026-05-07,240,comeback
s01720,u0395,2026-05-08,310,streak
s01721,u0396,2026-05-04,60,lesson
s01722,u0397,2026-05-05,400,home
s01723,u0398,2026-05-06,150,comeback
s01724,u0399,2026-05-07,95,streak
s01725,u0400,2026-05-08,180,lesson
s01726,u0401,2026-05-04,240,home
s01727,u0402,2026-05-05,310,comeback
s01728,u0403,2026-05-06,60,streak
s01729,u0404,2026-05-07,400,lesson
s01730,u0405,2026-05-08,150,home
